seconds_into_session,source,message_type,incoming_message,price,size,direction,Event_Type,Ask_Price_1,Bid_Price_1,Midprice,Ask_Prices,Ask_Sizes,Bid_Prices,Bid_Sizes,matched_bid_id,matched_ask_id,informed_trader_progress
14.005,NOISE_1,ADDED_ORDER,"1997,1,-1",1997,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 12, 13, 14, 18, 20, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 6, 5, 2, 1, 1]",,,
14.055,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[2, 12, 13, 14, 18, 20, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 6, 5, 2, 1, 1]",,,0.3 | 60
14.1,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[3, 12, 13, 14, 18, 20, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 6, 5, 2, 1, 1]",,,0.3 | 60
14.147,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 12, 13, 14, 18, 20, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 6, 5, 2, 1, 1]",,,0.3 | 60
14.196,INFORMED_1,ADDED_ORDER,"1997,1,-1",1997,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 13, 13, 14, 18, 20, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 6, 5, 2, 1, 1]",,,0.3 | 60
14.259,NOISE_1,ORDER_CANCELLED,"1993,-1,1",1993,-1,1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 13, 13, 14, 18, 20, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 6, 5, 2, 1, 1]",,,
14.351,NOISE_1,ORDER_CANCELLED,"2000,-1,-1",2000,-1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 13, 13, 14, 18, 20, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 6, 5, 2, 1, 1]",,,
14.415,NOISE_1,ORDER_CANCELLED,"1994,-1,1",1994,-1,1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 13, 13, 14, 18, 20, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 6, 5, 2, 1, 1]",,,
14.468,NOISE_1,ADDED_ORDER,"1995,1,1",1995,1,1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 13, 13, 14, 18, 20, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 7, 5, 2, 1, 1]",,,
14.526,NOISE_1,ADDED_ORDER,"1994,1,1",1994,1,1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 13, 13, 14, 18, 20, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 7, 6, 2, 1, 1]",,,
14.581,NOISE_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 13, 13, 14, 18, 21, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 7, 6, 2, 1, 1]",,,
14.698,NOISE_1,ADDED_ORDER,"1993,1,1",1993,1,1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 13, 13, 14, 18, 21, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 7, 6, 3, 1, 1]",,,
14.747,NOISE_1,ADDED_ORDER,"1994,1,1",1994,1,1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 13, 13, 14, 18, 21, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 7, 7, 3, 1, 1]",,,
14.794,NOISE_1,ADDED_ORDER,"1995,1,1",1995,1,1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 13, 13, 14, 18, 21, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 7, 3, 1, 1]",,,
14.841,NOISE_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 13, 13, 14, 18, 22, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 7, 3, 1, 1]",,,
14.898,NOISE_1,ADDED_ORDER,"1997,1,-1",1997,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 14, 13, 14, 18, 22, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 7, 3, 1, 1]",,,
14.978,INFORMED_1,FILLED_ORDER,"1996,1,-1",1996,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 14, 13, 14, 18, 22, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 7, 3, 1, 1]",BOOK_INITIALIZER_16_0,INFORMED_1_22_0,0.3 | 60
15.051,NOISE_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 14, 13, 14, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 7, 3, 1, 1]",,,
15.129,INFORMED_1,FILLED_ORDER,"1996,1,-1",1996,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 14, 13, 14, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 7, 3, 1, 1]",BOOK_INITIALIZER_17_0,INFORMED_1_22_1,0.3 | 60
15.208,NOISE_1,ADDED_ORDER,"1991,1,1",1991,1,1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 14, 13, 14, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 7, 3, 1, 2]",,,
15.292,INFORMED_1,FILLED_ORDER,"1996,1,-1",1996,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 14, 13, 14, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 7, 3, 1, 2]",BOOK_INITIALIZER_18_0,INFORMED_1_22_2,0.3 | 60
15.347,NOISE_1,ADDED_ORDER,"1994,1,1",1994,1,1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 14, 13, 14, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 1, 2]",,,
15.395,INFORMED_1,FILLED_ORDER,"1996,1,-1",1996,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 14, 13, 14, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 1, 2]",BOOK_INITIALIZER_19_0,INFORMED_1_22_3,0.3 | 60
15.465,INFORMED_1,FILLED_ORDER,"1996,1,-1",1996,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 14, 13, 14, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 1, 2]",NOISE_1_10_0,INFORMED_1_22_4,0.3 | 60
15.512,NOISE_1,ADDED_ORDER,"1999,1,-1",1999,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 14, 13, 15, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 1, 2]",,,
15.565,INFORMED_1,FILLED_ORDER,"1996,1,-1",1996,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 14, 13, 15, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 1, 2]",NOISE_1_33_0,INFORMED_1_22_5,0.3 | 60
15.613,NOISE_1,ADDED_ORDER,"1992,1,1",1992,1,1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 14, 13, 15, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,
15.659,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[5, 14, 13, 15, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,0.38333333333333336 | 60
15.714,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[6, 14, 13, 15, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,0.4 | 60
15.757,NOISE_1,ADDED_ORDER,"1999,1,-1",1999,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[6, 14, 13, 16, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,
15.811,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[7, 14, 13, 16, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,0.4 | 60
15.862,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[8, 14, 13, 16, 18, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,0.4 | 60
15.907,NOISE_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[8, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,
15.953,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[9, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,0.4 | 60
15.999,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[10, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,0.4 | 60
16.045,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,0.4 | 60
16.098,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[12, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,0.4 | 60
16.146,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[13, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,0.4 | 60
16.213,INFORMED_1,FILLED_ORDER,"1995,1,-1",1995,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[13, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",BOOK_INITIALIZER_20_0,INFORMED_1_24_0,0.3 | 60
16.262,INFORMED_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[14, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",,,0.4 | 60
16.315,INFORMED_1,FILLED_ORDER,"1995,1,-1",1995,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[14, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",BOOK_INITIALIZER_21_0,INFORMED_1_25_0,0.3 | 60
16.359,INFORMED_1,FILLED_ORDER,"1995,1,-1",1995,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[14, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",BOOK_INITIALIZER_22_0,INFORMED_1_26_0,0.3 | 60
16.405,INFORMED_1,FILLED_ORDER,"1995,1,-1",1995,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[14, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",BOOK_INITIALIZER_23_0,INFORMED_1_27_0,0.3 | 60
16.952,INFORMED_1,FILLED_ORDER,"1994,1,-1",1994,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[14, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",BOOK_INITIALIZER_24_0,INFORMED_1_29_0,0.4 | 60
17.011,INFORMED_1,FILLED_ORDER,"1994,1,-1",1994,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[14, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",NOISE_1_42_0,INFORMED_1_30_0,0.4166666666666667 | 60
17.057,INFORMED_1,FILLED_ORDER,"1994,1,-1",1994,1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[14, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991]","[5, 6, 5, 11, 8, 8, 3, 2, 2]",NOISE_1_46_0,INFORMED_1_31_0,0.4666666666666667 | 60
17.18,NOISE_1,ADDED_ORDER,"1990,1,1",1990,1,1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[14, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 2, 1]",,,
17.248,NOISE_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 2, 1]",,,
17.316,NOISE_1,ADDED_ORDER,"1991,1,1",1991,1,1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 16, 19, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 3, 1]",,,
17.381,NOISE_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 16, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 3, 1]",,,
17.437,NOISE_1,ADDED_ORDER,"1991,1,1",1991,1,1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 16, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 4, 1]",,,
17.495,INFORMED_1,ORDER_CANCELLED,"1998,-1,-1",1998,-1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 16, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 4, 1]",,,
17.64,NOISE_1,ADDED_ORDER,"1991,1,1",1991,1,1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 16, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,
17.706,INFORMED_1,ORDER_CANCELLED,"1998,-1,-1",1998,-1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 16, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,
17.752,NOISE_1,ADDED_ORDER,"1999,1,-1",1999,1,-1,1,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,
17.809,INFORMED_1,ORDER_CANCELLED,"1998,-1,-1",1998,-1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,
17.859,INFORMED_1,ORDER_CANCELLED,"1998,-1,-1",1998,-1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,
17.913,INFORMED_1,ORDER_CANCELLED,"1998,-1,-1",1998,-1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,
17.964,INFORMED_1,ORDER_CANCELLED,"1998,-1,-1",1998,-1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,
18.019,INFORMED_1,ORDER_CANCELLED,"1998,-1,-1",1998,-1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,
18.07,INFORMED_1,ORDER_CANCELLED,"1998,-1,-1",1998,-1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,
18.12,INFORMED_1,ORDER_CANCELLED,"1998,-1,-1",1998,-1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,
18.171,INFORMED_1,ORDER_CANCELLED,"1998,-1,-1",1998,-1,-1,0,1996,1999,1997.5,"[1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,
18.23,INFORMED_1,ADDED_ORDER,"1995,1,-1",1995,1,-1,1,1995,1999,1997.0,"[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,0.5166666666666667 | 60
18.282,INFORMED_1,ADDED_ORDER,"1995,1,-1",1995,1,-1,1,1995,1999,1997.0,"[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[2, 15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,0.5166666666666667 | 60
18.334,INFORMED_1,ADDED_ORDER,"1995,1,-1",1995,1,-1,1,1995,1999,1997.0,"[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[3, 15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,0.5166666666666667 | 60
18.386,INFORMED_1,ADDED_ORDER,"1995,1,-1",1995,1,-1,1,1995,1999,1997.0,"[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[4, 15, 14, 13, 17, 20, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990]","[5, 6, 5, 11, 8, 8, 3, 2, 5, 1]",,,0.5166666666666667 | 60
