seconds_into_session,source,message_type,incoming_message,price,size,direction,Event_Type,Ask_Price_1,Bid_Price_1,Midprice,Ask_Prices,Ask_Sizes,Bid_Prices,Bid_Sizes,matched_bid_id,matched_ask_id,informed_trader_progress
0.0,BOOK_INITIALIZER,ADDED_ORDER,"1999,1,1",1999,1,1,1,,1999,,[],[],[1999],[1],,,
0.053,BOOK_INITIALIZER,ADDED_ORDER,"1999,1,1",1999,1,1,1,,1999,,[],[],[1999],[2],,,
0.106,BOOK_INITIALIZER,ADDED_ORDER,"1999,1,1",1999,1,1,1,,1999,,[],[],[1999],[3],,,
0.157,BOOK_INITIALIZER,ADDED_ORDER,"1999,1,1",1999,1,1,1,,1999,,[],[],[1999],[4],,,
0.209,BOOK_INITIALIZER,ADDED_ORDER,"1998,1,1",1998,1,1,1,,1999,,[],[],"[1999, 1998]","[4, 1]",,,
0.254,BOOK_INITIALIZER,ADDED_ORDER,"1998,1,1",1998,1,1,1,,1999,,[],[],"[1999, 1998]","[4, 2]",,,
0.301,BOOK_INITIALIZER,ADDED_ORDER,"1998,1,1",1998,1,1,1,,1999,,[],[],"[1999, 1998]","[4, 3]",,,
0.347,BOOK_INITIALIZER,ADDED_ORDER,"1998,1,1",1998,1,1,1,,1999,,[],[],"[1999, 1998]","[4, 4]",,,
0.393,BOOK_INITIALIZER,ADDED_ORDER,"1997,1,1",1997,1,1,1,,1999,,[],[],"[1999, 1998, 1997]","[4, 4, 1]",,,
0.44,BOOK_INITIALIZER,ADDED_ORDER,"1997,1,1",1997,1,1,1,,1999,,[],[],"[1999, 1998, 1997]","[4, 4, 2]",,,
0.488,BOOK_INITIALIZER,ADDED_ORDER,"1997,1,1",1997,1,1,1,,1999,,[],[],"[1999, 1998, 1997]","[4, 4, 3]",,,
0.532,BOOK_INITIALIZER,ADDED_ORDER,"1997,1,1",1997,1,1,1,,1999,,[],[],"[1999, 1998, 1997]","[4, 4, 4]",,,
0.579,BOOK_INITIALIZER,ADDED_ORDER,"1996,1,1",1996,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996]","[4, 4, 4, 1]",,,
0.624,BOOK_INITIALIZER,ADDED_ORDER,"1996,1,1",1996,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996]","[4, 4, 4, 2]",,,
0.675,BOOK_INITIALIZER,ADDED_ORDER,"1996,1,1",1996,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996]","[4, 4, 4, 3]",,,
0.721,BOOK_INITIALIZER,ADDED_ORDER,"1996,1,1",1996,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996]","[4, 4, 4, 4]",,,
0.772,BOOK_INITIALIZER,ADDED_ORDER,"1996,1,1",1996,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996]","[4, 4, 4, 5]",,,
0.826,BOOK_INITIALIZER,ADDED_ORDER,"1996,1,1",1996,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996]","[4, 4, 4, 6]",,,
0.871,BOOK_INITIALIZER,ADDED_ORDER,"1996,1,1",1996,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996]","[4, 4, 4, 7]",,,
0.919,BOOK_INITIALIZER,ADDED_ORDER,"1996,1,1",1996,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996]","[4, 4, 4, 8]",,,
0.967,BOOK_INITIALIZER,ADDED_ORDER,"1995,1,1",1995,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 1]",,,
1.012,BOOK_INITIALIZER,ADDED_ORDER,"1995,1,1",1995,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 2]",,,
1.058,BOOK_INITIALIZER,ADDED_ORDER,"1995,1,1",1995,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 3]",,,
1.105,BOOK_INITIALIZER,ADDED_ORDER,"1995,1,1",1995,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 4]",,,
1.152,BOOK_INITIALIZER,ADDED_ORDER,"1995,1,1",1995,1,1,1,,1999,,[],[],"[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.198,BOOK_INITIALIZER,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2001,1999,2000.0,[2001],[1],"[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.251,BOOK_INITIALIZER,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2001,1999,2000.0,[2001],[2],"[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.296,BOOK_INITIALIZER,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2001,1999,2000.0,[2001],[3],"[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.342,BOOK_INITIALIZER,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2001,1999,2000.0,[2001],[4],"[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.388,BOOK_INITIALIZER,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2001,1999,2000.0,[2001],[5],"[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.433,BOOK_INITIALIZER,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2001,1999,2000.0,"[2001, 2002]","[5, 1]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.481,BOOK_INITIALIZER,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2001,1999,2000.0,"[2001, 2002]","[5, 2]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.528,BOOK_INITIALIZER,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2001,1999,2000.0,"[2001, 2002]","[5, 3]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.572,BOOK_INITIALIZER,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2001,1999,2000.0,"[2001, 2002]","[5, 4]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.615,BOOK_INITIALIZER,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2001,1999,2000.0,"[2001, 2002]","[5, 5]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.661,BOOK_INITIALIZER,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2001,1999,2000.0,"[2001, 2002]","[5, 6]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.712,BOOK_INITIALIZER,ADDED_ORDER,"2003,1,-1",2003,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003]","[5, 6, 1]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.758,BOOK_INITIALIZER,ADDED_ORDER,"2003,1,-1",2003,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003]","[5, 6, 2]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.807,BOOK_INITIALIZER,ADDED_ORDER,"2003,1,-1",2003,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003]","[5, 6, 3]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.85,BOOK_INITIALIZER,ADDED_ORDER,"2003,1,-1",2003,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003]","[5, 6, 4]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.909,BOOK_INITIALIZER,ADDED_ORDER,"2003,1,-1",2003,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003]","[5, 6, 5]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.954,BOOK_INITIALIZER,ADDED_ORDER,"2003,1,-1",2003,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003]","[5, 6, 6]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
1.998,BOOK_INITIALIZER,ADDED_ORDER,"2003,1,-1",2003,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003]","[5, 6, 7]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
2.04,BOOK_INITIALIZER,ADDED_ORDER,"2004,1,-1",2004,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003, 2004]","[5, 6, 7, 1]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
2.086,BOOK_INITIALIZER,ADDED_ORDER,"2004,1,-1",2004,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003, 2004]","[5, 6, 7, 2]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
2.129,BOOK_INITIALIZER,ADDED_ORDER,"2004,1,-1",2004,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003, 2004]","[5, 6, 7, 3]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
2.174,BOOK_INITIALIZER,ADDED_ORDER,"2005,1,-1",2005,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003, 2004, 2005]","[5, 6, 7, 3, 1]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
2.217,BOOK_INITIALIZER,ADDED_ORDER,"2005,1,-1",2005,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003, 2004, 2005]","[5, 6, 7, 3, 2]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
2.264,BOOK_INITIALIZER,ADDED_ORDER,"2005,1,-1",2005,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003, 2004, 2005]","[5, 6, 7, 3, 3]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
2.351,BOOK_INITIALIZER,ADDED_ORDER,"2005,1,-1",2005,1,-1,1,2001,1999,2000.0,"[2001, 2002, 2003, 2004, 2005]","[5, 6, 7, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
2.436,INFORMED_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[1, 5, 6, 7, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,0 | 60
2.479,NOISE_1,ADDED_ORDER,"2003,1,-1",2003,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[1, 5, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,
2.524,INFORMED_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[2, 5, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[4, 4, 4, 8, 5]",,,0 | 60
2.566,NOISE_1,ADDED_ORDER,"1999,1,1",1999,1,1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[2, 5, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,
2.611,INFORMED_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[3, 5, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
2.655,INFORMED_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[4, 5, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
2.707,INFORMED_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[5, 5, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
2.77,INFORMED_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[6, 5, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
2.817,INFORMED_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[7, 5, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
2.871,INFORMED_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[8, 5, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
2.929,INFORMED_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[9, 5, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
2.993,INFORMED_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 5, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.048,INFORMED_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 6, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.117,INFORMED_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 7, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.17,INFORMED_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 8, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.222,INFORMED_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 9, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.276,INFORMED_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 10, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.329,INFORMED_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 11, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.377,INFORMED_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 12, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.429,INFORMED_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 13, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.484,INFORMED_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 14, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.536,INFORMED_1,ADDED_ORDER,"2001,1,-1",2001,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 6, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.59,INFORMED_1,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 7, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.641,INFORMED_1,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 8, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.688,NOISE_1,FILLED_ORDER,"1999,1,-1",1999,1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 8, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",BOOK_INITIALIZER_0_0,NOISE_1_2_0,
3.746,INFORMED_1,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 9, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.794,INFORMED_1,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 10, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.848,INFORMED_1,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 11, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.907,INFORMED_1,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 12, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
3.969,NOISE_1,FILLED_ORDER,"1999,1,-1",1999,1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 12, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",BOOK_INITIALIZER_1_0,NOISE_1_2_1,
4.021,INFORMED_1,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 13, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
4.073,INFORMED_1,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 14, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995]","[5, 4, 4, 8, 5]",,,0 | 60
4.12,NOISE_1,ADDED_ORDER,"1994,1,1",1994,1,1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 14, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 4, 4, 8, 5, 1]",,,
4.17,INFORMED_1,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 15, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 4, 4, 8, 5, 1]",,,0 | 60
4.22,NOISE_1,ADDED_ORDER,"1998,1,1",1998,1,1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 15, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 5, 4, 8, 5, 1]",,,
4.276,INFORMED_1,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 16, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 5, 4, 8, 5, 1]",,,0 | 60
4.351,NOISE_1,FILLED_ORDER,"2000,1,1",2000,1,1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 16, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 5, 4, 8, 5, 1]",NOISE_1_3_0,INFORMED_1_0_0,
4.414,NOISE_1,FILLED_ORDER,"2001,1,1",2001,1,1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 16, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 5, 4, 8, 5, 1]",NOISE_1_4_0,INFORMED_1_0_1,
4.474,NOISE_1,FILLED_ORDER,"2001,1,1",2001,1,1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 16, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 5, 4, 8, 5, 1]",NOISE_1_4_1,INFORMED_1_0_2,
4.592,INFORMED_1,FILLED_ORDER,"1998,1,-1",1998,1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 16, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 5, 4, 8, 5, 1]",BOOK_INITIALIZER_2_0,INFORMED_1_3_0,0 | 60
4.638,INFORMED_1,FILLED_ORDER,"1998,1,-1",1998,1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 16, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 5, 4, 8, 5, 1]",BOOK_INITIALIZER_3_0,INFORMED_1_4_0,0 | 60
4.693,INFORMED_1,FILLED_ORDER,"1998,1,-1",1998,1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 16, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 5, 4, 8, 5, 1]",NOISE_1_1_0,INFORMED_1_5_0,0 | 60
4.749,INFORMED_1,FILLED_ORDER,"1998,1,-1",1998,1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 16, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 5, 4, 8, 5, 1]",BOOK_INITIALIZER_4_0,INFORMED_1_6_0,0 | 60
4.8,INFORMED_1,FILLED_ORDER,"1998,1,-1",1998,1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 16, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 5, 4, 8, 5, 1]",BOOK_INITIALIZER_5_0,INFORMED_1_7_0,0.016666666666666666 | 60
4.852,INFORMED_1,FILLED_ORDER,"1998,1,-1",1998,1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[10, 15, 16, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 5, 4, 8, 5, 1]",BOOK_INITIALIZER_6_0,INFORMED_1_8_0,0.016666666666666666 | 60
5.264,NOISE_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[11, 15, 16, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 5, 4, 8, 5, 1]",,,
5.323,NOISE_1,ADDED_ORDER,"1998,1,1",1998,1,1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[11, 15, 16, 8, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 8, 5, 1]",,,
5.375,NOISE_1,ADDED_ORDER,"2003,1,-1",2003,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[11, 15, 16, 9, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 8, 5, 1]",,,
5.429,NOISE_1,ADDED_ORDER,"1996,1,1",1996,1,1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[11, 15, 16, 9, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 9, 5, 1]",,,
5.483,INFORMED_1,ORDER_CANCELLED,"2002,-1,-1",2002,-1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[11, 15, 16, 9, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 9, 5, 1]",,,
5.539,NOISE_1,ADDED_ORDER,"2000,1,-1",2000,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[12, 15, 16, 9, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 9, 5, 1]",,,
5.596,INFORMED_1,ORDER_CANCELLED,"2002,-1,-1",2002,-1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[12, 15, 16, 9, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 9, 5, 1]",,,
5.646,NOISE_1,ADDED_ORDER,"2002,1,-1",2002,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[12, 15, 17, 9, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 9, 5, 1]",,,
5.701,INFORMED_1,ORDER_CANCELLED,"2002,-1,-1",2002,-1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[12, 15, 17, 9, 3, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 9, 5, 1]",,,
5.762,NOISE_1,ADDED_ORDER,"2004,1,-1",2004,1,-1,1,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[12, 15, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 9, 5, 1]",,,
5.817,INFORMED_1,ORDER_CANCELLED,"2002,-1,-1",2002,-1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[12, 15, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 9, 5, 1]",,,
5.881,INFORMED_1,ORDER_CANCELLED,"2002,-1,-1",2002,-1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[12, 15, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 9, 5, 1]",,,
5.939,INFORMED_1,ORDER_CANCELLED,"2002,-1,-1",2002,-1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[12, 15, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 9, 5, 1]",,,
5.993,INFORMED_1,ORDER_CANCELLED,"2002,-1,-1",2002,-1,-1,0,2000,1999,1999.5,"[2000, 2001, 2002, 2003, 2004, 2005]","[12, 15, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994]","[5, 6, 4, 9, 5, 1]",,,
