source,message_type,incoming_message,order_book_str,seconds_into_session,total_cancellations,total_buy_orders,total_sell_orders,num_trades,total_volume,avg_price,avg_spread,avg_midpoint,order_book_imbalance,avg_trade_size,trade_frequency,order_fill_rate,cancellation_rate,price_volatility
NOISE_1,ADDED_ORDER,"1999,1,1","{""bids"": [{""x"": 1999.0, ""y"": 2.0}, {""x"": 1998.0, ""y"": 5.0}, {""x"": 1997.0, ""y"": 4.0}, {""x"": 1996.0, ""y"": 3.0}, {""x"": 1995.0, ""y"": 1.0}], ""asks"": [{""x"": 2001.0, ""y"": 1.0}, {""x"": 2002.0, ""y"": 3.0}, {""x"": 2003.0, ""y"": 5.0}, {""x"": 2004.0, ""y"": 7.0}, {""x"": 2005.0, ""y"": 2.0}]}",2.62,0,19,21,3,37999.0,1999.95,2.0,2000.0,-0.09,12666.33,1.15,0.08,0.0,0.58
INFORMED_1,FILLED_ORDER,"1999,1,-1","{""bids"": [{""x"": 1999.0, ""y"": 2.0}, {""x"": 1998.0, ""y"": 5.0}, {""x"": 1997.0, ""y"": 4.0}, {""x"": 1996.0, ""y"": 3.0}, {""x"": 1995.0, ""y"": 1.0}], ""asks"": [{""x"": 2001.0, ""y"": 1.0}, {""x"": 2002.0, ""y"": 3.0}, {""x"": 2003.0, ""y"": 5.0}, {""x"": 2004.0, ""y"": 7.0}, {""x"": 2005.0, ""y"": 2.0}]}",2.66,0,19,22,4,39998.0,1999.9,2.0,2000.0,-0.09,9999.5,1.5,0.1,0.0,0.58
NOISE_1,ADDED_ORDER,"1998,1,1","{""bids"": [{""x"": 1999.0, ""y"": 2.0}, {""x"": 1998.0, ""y"": 6.0}, {""x"": 1997.0, ""y"": 4.0}, {""x"": 1996.0, ""y"": 3.0}, {""x"": 1995.0, ""y"": 1.0}], ""asks"": [{""x"": 2001.0, ""y"": 1.0}, {""x"": 2002.0, ""y"": 3.0}, {""x"": 2003.0, ""y"": 5.0}, {""x"": 2004.0, ""y"": 7.0}, {""x"": 2005.0, ""y"": 2.0}]}",2.7,0,20,22,4,41997.0,1999.86,2.0,2000.0,-0.06,10499.25,1.48,0.1,0.0,0.0
INFORMED_1,FILLED_ORDER,"1999,1,-1","{""bids"": [{""x"": 1999.0, ""y"": 1.0}, {""x"": 1998.0, ""y"": 6.0}, {""x"": 1997.0, ""y"": 4.0}, {""x"": 1996.0, ""y"": 3.0}, {""x"": 1995.0, ""y"": 1.0}], ""asks"": [{""x"": 2001.0, ""y"": 1.0}, {""x"": 2002.0, ""y"": 3.0}, {""x"": 2003.0, ""y"": 5.0}, {""x"": 2004.0, ""y"": 7.0}, {""x"": 2005.0, ""y"": 2.0}]}",3.48,0,20,23,5,43996.0,1999.82,2.0,2000.0,-0.09,8799.2,1.43,0.12,0.0,0.0
INFORMED_1,FILLED_ORDER,"1999,1,-1","{""bids"": [{""x"": 1998.0, ""y"": 6.0}, {""x"": 1997.0, ""y"": 4.0}, {""x"": 1996.0, ""y"": 3.0}, {""x"": 1995.0, ""y"": 1.0}], ""asks"": [{""x"": 2001.0, ""y"": 1.0}, {""x"": 2002.0, ""y"": 3.0}, {""x"": 2003.0, ""y"": 5.0}, {""x"": 2004.0, ""y"": 7.0}, {""x"": 2005.0, ""y"": 2.0}]}",4.46,0,20,24,6,45995.0,1999.78,2.33,1999.83,-0.13,7665.83,1.35,0.14,0.0,0.0
INFORMED_1,ADDED_ORDER,"1999,1,-1","{""bids"": [{""x"": 1998.0, ""y"": 6.0}, {""x"": 1997.0, ""y"": 4.0}, {""x"": 1996.0, ""y"": 3.0}, {""x"": 1995.0, ""y"": 1.0}], ""asks"": [{""x"": 1999.0, ""y"": 1.0}, {""x"": 2001.0, ""y"": 1.0}, {""x"": 2002.0, ""y"": 3.0}, {""x"": 2003.0, ""y"": 5.0}, {""x"": 2004.0, ""y"": 7.0}, {""x"": 2005.0, ""y"": 2.0}]}",5.37,0,20,25,6,47994.0,1999.75,2.0,1999.33,-0.15,7999.0,1.12,0.13,0.0,0.0
INFORMED_1,FILLED_ORDER,"1997,1,-1","{""bids"": [{""x"": 1998.0, ""y"": 5.0}, {""x"": 1997.0, ""y"": 4.0}, {""x"": 1996.0, ""y"": 3.0}, {""x"": 1995.0, ""y"": 1.0}], ""asks"": [{""x"": 1999.0, ""y"": 1.0}, {""x"": 2001.0, ""y"": 1.0}, {""x"": 2002.0, ""y"": 3.0}, {""x"": 2003.0, ""y"": 5.0}, {""x"": 2004.0, ""y"": 7.0}, {""x"": 2005.0, ""y"": 2.0}]}",6.34,0,20,26,7,49991.5,1999.66,1.67,1998.83,-0.19,7141.64,1.1,0.15,0.0,0.87
INFORMED_1,FILLED_ORDER,"1997,1,-1","{""bids"": [{""x"": 1998.0, ""y"": 4.0}, {""x"": 1997.0, ""y"": 4.0}, {""x"": 1996.0, ""y"": 3.0}, {""x"": 1995.0, ""y"": 1.0}], ""asks"": [{""x"": 1999.0, ""y"": 1.0}, {""x"": 2001.0, ""y"": 1.0}, {""x"": 2002.0, ""y"": 3.0}, {""x"": 2003.0, ""y"": 5.0}, {""x"": 2004.0, ""y"": 7.0}, {""x"": 2005.0, ""y"": 2.0}]}",7.31,0,20,27,8,51989.0,1999.58,1.0,1998.5,-0.23,6498.63,1.09,0.17,0.0,0.87
INFORMED_1,FILLED_ORDER,"1997,1,-1","{""bids"": [{""x"": 1998.0, ""y"": 3.0}, {""x"": 1997.0, ""y"": 4.0}, {""x"": 1996.0, ""y"": 3.0}, {""x"": 1995.0, ""y"": 1.0}], ""asks"": [{""x"": 1999.0, ""y"": 1.0}, {""x"": 2001.0, ""y"": 1.0}, {""x"": 2002.0, ""y"": 3.0}, {""x"": 2003.0, ""y"": 5.0}, {""x"": 2004.0, ""y"": 7.0}, {""x"": 2005.0, ""y"": 2.0}]}",8.28,0,20,28,9,53986.5,1999.5,1.0,1998.5,-0.27,5998.5,1.09,0.19,0.0,0.0
NOISE_1,ADDED_ORDER,"1996,1,1","{""bids"": [{""x"": 1998.0, ""y"": 3.0}, {""x"": 1997.0, ""y"": 4.0}, {""x"": 1996.0, ""y"": 4.0}, {""x"": 1995.0, ""y"": 1.0}], ""asks"": [{""x"": 1999.0, ""y"": 1.0}, {""x"": 2001.0, ""y"": 1.0}, {""x"": 2002.0, ""y"": 3.0}, {""x"": 2003.0, ""y"": 5.0}, {""x"": 2004.0, ""y"": 7.0}, {""x"": 2005.0, ""y"": 2.0}]}",8.32,0,21,28,9,55984.0,1999.43,1.0,1998.5,-0.23,6220.44,1.08,0.18,0.0,0.0
